orgId;orgName;paymentIdentificationinstrId;settlementInfomethod;settlementInfoamount;paymentOrgIdentificationPAYMENT_CODE;paymentOrgIdentificationCUSTOMER_NAME;paymentOrgIdentificationREASON;paymentOrgIdentificationREASON_CODE;paymentOrgIdentificationAUX_REF_NO_1;paymentOrgIdentificationDEBTOR_TAX_ID;paymentOrgIdentificationAUX_PAYMENT_CODE;paymentOrgIdentificationDEBTOR_NAME;paymentOrgIdentificationEXPIRATION_DATE;paymentOrgIdentificationAUX2_PAYMENT_CODE
118a6f37-f3cb-4583-985f-862a996b13a5;ALPHA LINES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3720e2ba-9e67-4f60-a835-f25695d5ec98;ALPHEUS HELLAS DAC;;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
b5cf3baf-a15c-4f1e-8d46-3c9329a7ffd6;APEIRON INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
aebd53b8-7f84-4b1d-8004-65f1b33c434a;ARAG ΕΛΛΑΣ Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
deab6bec-4796-44a2-9b4f-680d8539752b;ARGO CHANGE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2352e4cf-ddf9-4795-83e9-bcdcf48c2926;ARGOPAY;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
5e854611-4351-4b90-bc15-be4267a13da2;ASHLEY HOMESTORES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
859c3cd8-2ed8-4746-b4b0-eb0b58707895;ASOPUS LP;;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f9ecec1d-ebef-499e-a335-235656531af2;ASPIDA TRAVEL;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
bfc400ba-67c9-4c9e-a674-0f35a64bb6af;ASTRAZENECA AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
fdb27d02-532c-4d26-8d7d-57f2c12414b6;ATHEX;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
0abd7fbe-605d-4590-952d-9c184f8f88cc;ATHEXCLEAR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4fd588d9-9b97-4040-804b-09faa3f07103;ATHEXCSD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
300609c9-9754-4c1e-80f4-02fa0bd45fc5;ATHLOS SPORT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
100a40cc-68a4-485a-bf63-abbbbc71c212;ATTRACTION SOLUTIONS AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
de37774f-a5b1-459f-bb81-805f9cd3a013;AUTOHELLAS HERTZ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3c7475fa-74e9-4e67-8a0f-b48a0d654232;AUTORENT-ΕΘΝΙΚΗ LEASING	;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXT;;;;;;;;;
7742d90d-0327-4aca-9384-8ffb844b5caa;AVIN;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
2ad9f84e-730f-4f71-8fac-5e711d8d2e2a;AVIS - OLYMPIC;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
9d4315bb-1265-4435-bca1-24b49e10605f;AVON COSMETICS GREECE M. E.P.E;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLETEXT;;;;;;;;
ffecba98-4b45-4acc-b33c-c4fe7acae7eb;AVON Ε.Σ.Π.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
471b2142-a0d3-48d4-85c6-48a60941ed06;AXA ΑΣΦΑΛ.ΚΛΑΔΟΣ ΓΕΝ.ΑΣΦΑΛΕΙΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
f7dd465d-2925-410d-b22c-8dc809456e28;AXA ΑΣΦΑΛΙΣΤΙΚΗ ΚΛΑΔΟΣ ΖΩΗΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
8a5f732b-c2ee-4d1a-b9a5-def57c7d3f29;AXIVEN ΕΠΕ;;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c66a9b8f-8114-43f7-beaf-dd201e0f24ee;BAYER HELLAS ABEE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
fb770442-b7b0-4d96-afcd-bf82b40268e8;BED AND BATH;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
083e6b57-28cd-4f11-a351-f75b8bc45498;BED AND BATH - ΠΕΛΑΤΗΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
2417c68a-2519-4afb-8380-fbecb6b5be7f;BestPrice;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4688c448-2fc6-4f8b-b6c5-19df6efea9b1;BETSHOP;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8b2a1b5b-aa0e-42d5-a3e3-2f2e08093e36;BIONAT;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4eb9ad46-de0a-4a7e-a3df-07ca1c584fd9;BLUEGROUND;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
6f443260-a485-4f9f-8b8b-c0baf96ba408;BML SECURITY;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
97c9c5b1-afad-43a8-a0c1-904a988b5eaa;BMW AUSTRIA BANK GMBH;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
7abf5a25-ab31-4eaf-aa92-6861e8033698;BRINKS CASH-VALUABLE SERVICES;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
bfe012aa-e637-4880-b05e-43e8c9e3c8da;BRINKS SEC SERVICES SA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
52aca6ab-b60d-45ad-8f08-e928c3949df3;British Providence-TOYOTA Insur.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
118ad4c9-cdc5-452a-878c-5ffc2a810f8d;BROKS ΑΣΦΑΛΙΣΤΙΚΟΙ ΠΡΑΚΤΟΡΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
e5e2759a-d7ab-40e1-ad8a-ad124e832b1d;BUSINESS CLOUD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
209d113e-63e7-4887-b685-01af8363864a;CAMELOT INT. HEALTH ORGANIZATION;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
d384d204-a329-4707-8ca1-0a3a007d006e;CANDIA STROM ΑΒΕΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
819d47b9-1c2b-4f5d-9eb5-bbf05e45348f;CAPTAIN ΤΡΟΦΟΔΟΣΙΕΣ ΕΛΛΑΔΟΣ ΙΚΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
bc866ec3-7caf-4692-95a0-25f34c3e0825;CARDINAL SA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
31f0f2ee-9446-4b70-b5d3-b42bf4a5865c;CARDLINK;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
14fc30b5-8190-4642-a721-2b293b15c98e;CARDLINK ΑΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
7a57d977-fd90-4c37-b31e-31d8f5b2fdff;CARGO GROUP LOGISTICS ΕΠΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
550aea62-f984-42a2-b917-9f7f631340e1;CARGO GROUP SERVICES ΕΠΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
c039994c-b0c9-4099-a28a-cc546b55633b;CARGO GROUP ΕΠΕ (ΕΚΤΕΛΩΝΙΣΤΙΚΗ);SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
695a050b-7b5f-49cb-886b-81bfbb722384;CARNICERO - MEAT AND DELI;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
b1b79b9f-a49a-40e4-8b7f-342f8f43e590;CNP ΑΣΦΑΛΙΣΤΙΚΗ LTD;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
f818f2a3-107f-4ce8-b1c6-2405494e5817;CNP ΖΩΗΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
102346ad-d355-438e-9233-12da263b4c4c;CNP ΠΡΑΚΤΟΡΕΙΑΚΗ ΑΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
bcc4482f-a0f4-49dd-8927-f90f7bf69295;COCA COLA 3E ΕΛΛΑΔΟΣ ΑΒΕΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
b5e2cee3-0584-42a1-b3bc-ca9e572f4272;CONCEPTS ΕΜΠ/ΚΗ -ΕΙΣ/ΚΗ Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;3445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
e9c7a0e0-217a-423f-8721-a89b25681506;CONNECT LINE Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
778fa0e6-5f3e-401e-9869-2943f344d686;CONTRADE Α.Ε.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
553d0125-d9b9-416c-a896-da9d1236abf0;CORAL;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
9a60b109-02c2-4893-9804-3f8775d075f7;Coral Products and Trading;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
375106d6-4f89-4a74-9588-6b4fc49fc973;CORALPOWER-ΠΑΡΟΧΟΣ ΕΝΕΡΓΕΙΑΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
0f0aaa1a-6786-4607-9712-ee9384ed7633;COSMOTE INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
5b35b95d-abf0-47bc-a1db-da73d48c3708;COSMOTE ΚΙΝΗΤΗ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
03506617-4af1-4400-add4-77a8d5df2093;COSMOTE ΚΙΝΗΤΗ-ΤΙΜΟΛΟΓΙΑ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
6da1934a-d505-4d4d-a3d9-d1754f137d19;COSMOTE ΣΤΑΘΕΡΗ - ΤΙΜΟΛΟΓΙΑ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
6ad8a10e-8801-4e71-97ba-7e7bcc84ee13;COSMOTE ΣΤΑΘΕΡΗ (ΟΤΕ TV - ΟΙΚΙΑΚΟΙ );SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEX;;;;;;;;;
736ede67-f766-41d1-83ba-b1fc6e21dabc;COSMOTE ΣΤΑΘΕΡΗ ΜΕΓΑΛΟΙ ΠΕΛΑΤΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
6b292170-571c-4323-a9b8-b73f1c023b0a;CREDIT M ΑΕ ΠΑΡΟΧΗΣ ΠΙΣΤΩΣΕΩΝ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
0f5903e4-f148-4537-8ab7-543769b4fa56;CRETA INTERCLINIC A.E.;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8dd84bc0-4f2b-422c-8bbe-9406305db9dd;CROMAR ΜΕΣΙΤΕΣ ΑΣΦΑΛΙΣΕΩΝ Μ.ΕΠΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
763905b3-c596-4b1f-b076-81eaa2b600d8;DELTA CLEANING;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3d8c417a-3968-4949-8de7-810881fd125a;DIGITAL TRACER SA;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
f6cacf07-63cd-47a6-a1c6-a9e29cd54999;DIRECT PLUS INSURANCE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8c4b413a-2036-49ad-a8d5-52a1bf43e482;DNHOST;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8b13d331-bfab-4a0b-82bd-fa9aca864c6d;DPAM;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
bc897751-59c1-469d-810a-a752bbadd400;DRIVE AE;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
4d115a5c-c9cd-4cf0-9616-f0ba688eb4e2;E.Δ.Ο.Ε.Α.Π.- ΑΣΦΑΛΙΣΜΕΝΟΙ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
66e8d402-458e-44d6-b4c8-39b7f2789558;EARTH INTRUM 2 DAC;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
8fd8c2e2-b303-4503-8d5f-f97f2f029337;ECONOMIC GROWTH ΑΕ ΕΠΙΧΕΙΡΗΣΕΙΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
572a4615-6841-4416-8e10-c29fa5501b50;ECONOMICGROWTH ΑΕ ΙΔΙΩΤΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
e17138bc-4a2d-421b-808f-b5f71b14c0a5;EDENRED - ΥΠΗΡ. ΔΙΑΤΑΚΤΙΚΩΝ ΑΕΕ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
449615d5-3ca5-4d65-b34c-873f75b2775c;EFA - ΗΛ.ΡΕΥΜΑ ΕΠΙΧΕΙΡHΣΕΙΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
65c9a981-098d-4c12-aceb-4a6c9775026d;EFA - ΗΛ.ΡΕΥΜΑ ΙΔΙΩΤΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
73bce33d-6578-4f95-b54b-a4252f25082c;EFA - Φ. ΑΕΡΙΟ ΕΠΙΧΕΙΡΗΣΕΙΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
60caafda-7cd2-48c3-bfdd-cb7ad26b35ff;EFA-Φ. ΑΕΡΙΟ ΙΔΙΩΤΕΣ;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
50a775b6-7364-49e5-b684-ecab3729d15f;E-FOOD.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;00000000112233445566;;;;;;;;;
3876124d-4a1f-4d2e-9b1d-6c84ad4e3b18;EKDROMI.GR;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
95248320-ece1-45c4-a945-9803a62aa52f;ELECO SECURITY;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXTSAMPL;;;;;;;;;
3b02aab8-a1b4-48a6-8141-ddd98eb98332;ELPEDISON Επιχειρήσεις;SAMPLETEXTSAMPLETEXTSAMPLETEXTSAMPLE;SAMPLETEXT;112233445566.00;SAMPLETEXTSAMPLETEXT;;;;;;;;;
